id,person_id,doctor_id,vaccine_id,year,month,day
1547140830110679340,330304200209250313,1547140830098096136,1547140830106484981,2022,5,10
1547140830110679341,330304200209250313,1547140830098096132,1547140830106484876,2021,7,22
1547140830110679342,330304200209250313,1547140830098096144,1547140830106484884,2021,9,9
1547140830110679343,330304200209250313,1547140830098096169,1547140830106484959,2021,5,2
1547140830110679344,330304200209250313,1547140830098096144,1547140830106484850,2022,3,17
1547140830110679345,330304200209250313,1547140830098096154,1547140830106484943,2022,3,6
1547140830110679346,330304200209250313,1547140830098096170,1547140830106484884,2022,5,7
1547140830110679347,330304200209250313,1547140830098096139,1547140830106484827,2021,5,19
1547140830110679348,330304200209250313,1547140830098096129,1547140830106484926,2021,2,18
1547140830110679349,330304200209250313,1547140830098096180,1547140830106484789,2021,10,13
1547140830110679350,330304200209250313,1547140830098096163,1547140830106484894,2022,3,21
1547140830110679351,330304200209250313,1547140830098096139,1547140830106484886,2022,1,19
1547140830110679352,330304200209250313,1547140830098096130,1547140830106484939,2021,6,11
1547140830110679353,330304200209250313,1547140830098096141,1547140830106484867,2022,5,24
1547140830110679354,330304200209250313,1547140830098096172,1547140830106484928,2022,6,26
1547140830110679355,330304200209250313,1547140830098096180,1547140830106484917,2022,1,18
1547140830110679356,330304200209250313,1547140830098096130,1547140830106484925,2022,4,15
1547140830110679357,330304200209250313,1547140830098096152,1547140830106484862,2021,11,18
1547140830110679358,330304200209250313,1547140830098096159,1547140830106484816,2022,4,22
1547140830110679359,330304200209250313,1547140830098096149,1547140830106484960,2022,6,20
1547140830110679360,330304200209250313,1547140830098096156,1547140830106484914,2021,1,3
1547140830110679361,330304200209250313,1547140830098096158,1547140830106484937,2022,6,9
1547140830110679362,330304200209250313,1547140830098096130,1547140830106484855,2021,10,5
1547140830110679363,330304200209250313,1547140830098096141,1547140830106484904,2021,3,26
1547140830110679364,330304200209250313,1547140830098096133,1547140830106484918,2021,11,7
1547140830110679365,330304200209250313,1547140830098096161,1547140830106484825,2021,4,14
1547140830110679366,330304200209250313,1547140830098096143,1547140830106484834,2022,3,18
1547140830110679367,330304200209250313,1547140830098096139,1547140830106484795,2022,4,25
1547140830110679368,330304200209250313,1547140830098096143,1547140830106484927,2021,1,13
1547140830110679369,330304200209250313,1547140830098096173,1547140830106484792,2022,2,5
1547140830110679370,330304200209250313,1547140830098096135,1547140830106484913,2022,7,22
1547140830110679371,330304200209250313,1547140830098096156,1547140830106484929,2022,5,4
1547140830110679372,330304200209250313,1547140830098096176,1547140830106484854,2022,2,26
1547140830110679373,330304200209250313,1547140830098096174,1547140830106484908,2021,8,24
1547140830110679374,330304200209250313,1547140830098096149,1547140830106484803,2022,7,18
1547140830110679375,330304200209250313,1547140830098096170,1547140830106484840,2021,11,6
1547140830110679376,330304200209250313,1547140830098096140,1547140830106484928,2022,3,24
1547140830110679377,330304200209250313,1547140830098096171,1547140830106484929,2021,8,6
1547140830110679378,330304200209250313,1547140830098096180,1547140830106484904,2022,7,1
1547140830110679379,330304200209250313,1547140830098096179,1547140830106484848,2021,7,12
1547140830110679380,330304200209250313,1547140830098096169,1547140830106484814,2021,9,26
1547140830110679381,330304200209250313,1547140830098096145,1547140830106484825,2022,3,12
1547140830110679382,330304200209250313,1547140830098096155,1547140830106484958,2022,3,3
1547140830110679383,330304200209250313,1547140830098096155,1547140830106484951,2021,11,24
1547140830110679384,330304200209250313,1547140830098096139,1547140830106484955,2022,7,23
1547140830110679385,330304200209250313,1547140830098096146,1547140830106484851,2021,7,26
1547140830110679386,330304200209250313,1547140830098096173,1547140830106484865,2021,6,25
1547140830110679387,330304200209250313,1547140830098096150,1547140830106484901,2021,9,13
1547140830110679388,330304200209250313,1547140830098096136,1547140830106484882,2021,4,10
1547140830110679389,330304200209250313,1547140830098096155,1547140830106484956,2021,5,13
1547140830110679390,330304200209250313,1547140830098096171,1547140830106484792,2022,4,9
1547140830110679391,330304200209250313,1547140830098096137,1547140830106484970,2022,3,7
1547140830110679392,330304200209250313,1547140830098096179,1547140830106484814,2021,5,24
1547140830110679393,330304200209250313,1547140830098096173,1547140830106484890,2021,5,14
1547140830110679394,330304200209250313,1547140830098096131,1547140830106484914,2022,4,9
1547140830110679395,330304200209250313,1547140830098096148,1547140830106484914,2021,4,6
1547140830110679396,330304200209250313,1547140830098096157,1547140830106484886,2021,7,22
1547140830110679397,330304200209250313,1547140830098096166,1547140830106484829,2021,4,14
1547140830110679398,330304200209250313,1547140830098096149,1547140830106484895,2021,6,1
1547140830110679399,330304200209250313,1547140830098096167,1547140830106484976,2021,8,8
1547140830110679400,330304200209250313,1547140830098096142,1547140830106484889,2021,11,4
1547140830110679401,330304200209250313,1547140830098096135,1547140830106484961,2022,6,9
1547140830110679402,330304200209250313,1547140830098096145,1547140830106484841,2022,2,22
1547140830110679403,330304200209250313,1547140830098096171,1547140830106484838,2022,7,26
1547140830110679404,330304200209250313,1547140830098096130,1547140830106484933,2021,1,15
1547140830110679405,330304200209250313,1547140830098096158,1547140830106484851,2021,2,9
1547140830110679406,330304200209250313,1547140830098096146,1547140830106484885,2022,1,22
1547140830110679407,330304200209250313,1547140830098096139,1547140830106484883,2021,3,2
1547140830110679408,330304200209250313,1547140830098096158,1547140830106484902,2021,3,16
1547140830110679409,330304200209250313,1547140830098096149,1547140830106484819,2021,2,27
1547140830110679410,330304200209250313,1547140830098096171,1547140830106484922,2022,6,4
1547140830110679411,330304200209250313,1547140830098096178,1547140830106484832,2021,1,12
1547140830110679412,330304200209250313,1547140830098096171,1547140830106484852,2022,7,23
1547140830110679413,330304200209250313,1547140830098096174,1547140830106484963,2022,3,7
1547140830110679414,330304200209250313,1547140830098096173,1547140830106484914,2022,3,23
1547140830110679415,330304200209250313,1547140830098096143,1547140830106484982,2022,7,23
1547140830110679416,330304200209250313,1547140830098096131,1547140830106484808,2021,9,18
1547140830110679417,330304200209250313,1547140830098096152,1547140830106484852,2021,9,20
1547140830110679418,330304200209250313,1547140830098096150,1547140830106484839,2022,1,7
1547140830110679419,330304200209250313,1547140830098096153,1547140830106484796,2022,4,7
1547140830110679420,330304200209250313,1547140830098096167,1547140830106484866,2021,7,26
1547140830110679421,330304200209250313,1547140830098096152,1547140830106484948,2021,2,2
1547140830110679422,330304200209250313,1547140830098096129,1547140830106484868,2022,7,15
1547140830110679423,330304200209250313,1547140830098096158,1547140830106484899,2021,2,3
1547140830110679424,330304200209250313,1547140830098096174,1547140830106484808,2021,8,15
1547140830110679425,330304200209250313,1547140830098096130,1547140830106484907,2022,4,15
1547140830110679426,330304200209250313,1547140830098096156,1547140830106484843,2021,8,25
1547140830110679427,330304200209250313,1547140830098096169,1547140830106484842,2022,1,12
1547140830110679428,330304200209250313,1547140830098096165,1547140830106484870,2022,2,20
1547140830110679429,330304200209250313,1547140830098096154,1547140830106484982,2022,5,10
1547140830110679430,330304200209250313,1547140830098096131,1547140830106484900,2022,4,20
1547140830110679431,330304200209250313,1547140830098096143,1547140830106484945,2022,2,6
1547140830110679432,330304200209250313,1547140830098096132,1547140830106484925,2022,2,7
1547140830110679433,330304200209250313,1547140830098096149,1547140830106484882,2022,1,8
1547140830110679434,330304200209250313,1547140830098096134,1547140830106484918,2021,6,17
1547140830110679435,330304200209250313,1547140830098096154,1547140830106484881,2021,2,15
1547140830110679436,330304200209250313,1547140830098096166,1547140830106484878,2022,6,10
1547140830110679437,330304200209250313,1547140830098096172,1547140830106484824,2021,11,17
1547140830110679438,330304200209250313,1547140830098096138,1547140830106484889,2022,3,3
1547140830110679439,330304200209250313,1547140830098096138,1547140830106484897,2022,6,10
1547140830110679440,330304200209250313,1547140830098096143,1547140830106484952,2022,1,25
1547140830110679441,330304200209250313,1547140830098096129,1547140830106484825,2021,11,12
1547140830110679442,330304200209250313,1547140830098096134,1547140830106484790,2022,4,21
1547140830110679443,330304200209250313,1547140830098096130,1547140830106484937,2022,7,11
1547140830110679444,330304200209250313,1547140830098096135,1547140830106484902,2021,3,10
1547140830110679445,330304200209250313,1547140830098096132,1547140830106484801,2021,3,21
1547140830110679446,330304200209250313,1547140830098096166,1547140830106484863,2021,7,24
1547140830110679447,330304200209250313,1547140830098096140,1547140830106484864,2021,6,22
1547140830110679448,330304200209250313,1547140830098096164,1547140830106484822,2022,1,18
1547140830110679449,330304200209250313,1547140830098096178,1547140830106484795,2022,5,5
1547140830110679450,330304200209250313,1547140830098096148,1547140830106484937,2022,5,8
1547140830110679451,330304200209250313,1547140830098096157,1547140830106484959,2022,6,25
1547140830110679452,330304200209250313,1547140830098096156,1547140830106484792,2021,3,12
1547140830110679453,330304200209250313,1547140830098096167,1547140830106484906,2021,9,15
1547140830110679454,330304200209250313,1547140830098096171,1547140830106484903,2022,4,3
1547140830110679455,330304200209250313,1547140830098096175,1547140830106484974,2021,5,3
1547140830110679456,330304200209250313,1547140830098096175,1547140830106484868,2021,5,6
1547140830110679457,330304200209250313,1547140830098096165,1547140830106484901,2021,3,2
1547140830110679458,330304200209250313,1547140830098096140,1547140830106484796,2022,5,18
1547140830110679459,330304200209250313,1547140830098096165,1547140830106484821,2022,1,17
1547140830110679460,330304200209250313,1547140830098096143,1547140830106484907,2022,3,7
1547140830110679461,330304200209250313,1547140830098096170,1547140830106484789,2022,3,8
1547140830110679462,330304200209250313,1547140830098096175,1547140830106484898,2021,11,11
1547140830110679463,330304200209250313,1547140830098096132,1547140830106484813,2021,2,3
1547140830110679464,330304200209250313,1547140830098096141,1547140830106484841,2021,6,1
1547140830110679465,330304200209250313,1547140830098096167,1547140830106484850,2021,2,13
1547140830110679466,330304200209250313,1547140830098096180,1547140830106484798,2021,9,27
1547140830110679467,330304200209250313,1547140830098096174,1547140830106484795,2021,10,24
1547140830110679468,330304200209250313,1547140830098096137,1547140830106484791,2021,8,16
1547140830110679469,330304200209250313,1547140830098096164,1547140830106484788,2022,2,16
1547140830110679470,330304200209250313,1547140830098096171,1547140830106484965,2021,7,10
1547140830110679471,330304200209250313,1547140830098096173,1547140830106484792,2022,1,19
1547140830110679472,330304200209250313,1547140830098096168,1547140830106484873,2021,11,8
1547140830110679473,330304200209250313,1547140830098096144,1547140830106484875,2021,11,18
1547140830110679474,330304200209250313,1547140830098096138,1547140830106484893,2021,3,6
1547140830110679475,330304200209250313,1547140830098096168,1547140830106484853,2022,7,14
1547140830110679476,330304200209250313,1547140830098096148,1547140830106484917,2021,4,3
1547140830110679477,330304200209250313,1547140830098096149,1547140830106484875,2022,3,2
1547140830110679478,330304200209250313,1547140830098096151,1547140830106484824,2022,3,23
1547140830110679479,330304200209250313,1547140830098096168,1547140830106484819,2022,6,5
1547140830110679480,330304200209250313,1547140830098096129,1547140830106484917,2021,11,21
1547140830110679481,330304200209250313,1547140830098096158,1547140830106484878,2021,1,21
1547140830110679482,330304200209250313,1547140830098096145,1547140830106484919,2022,5,27
1547140830110679483,330304200209250313,1547140830098096133,1547140830106484945,2022,5,24
1547140830110679484,330304200209250313,1547140830098096137,1547140830106484872,2022,5,17
1547140830110679485,330304200209250313,1547140830098096175,1547140830106484827,2022,5,8
1547140830110679486,330304200209250313,1547140830098096163,1547140830106484932,2021,4,14
1547140830110679487,330304200209250313,1547140830098096133,1547140830106484981,2022,6,20
1547140830110679488,330304200209250313,1547140830098096162,1547140830106484935,2022,3,3
1547140830110679489,330304200209250313,1547140830098096180,1547140830106484978,2022,6,14
1547140830110679490,330304200209250313,1547140830098096172,1547140830106484969,2022,5,14
